,Stimulus,Aver. human ratings,emotion,Category
485,Disgust,0.03700234349654297,Disgust,BO1
486,Disgust,0.2111593991257591,Disgust,BO1
487,Disgust,0.015450466457728547,Disgust,BO1
488,Disgust,0.36373757840023235,Disgust,BO1
489,Disgust,0.03986360758639597,Disgust,BO1
490,Disgust,0.09746445950786893,Disgust,BO1
491,Disgust,0.1718846265673271,Disgust,BO1
492,Disgust,0.03986360758639597,Disgust,BO1
493,Disgust,0.11499066695892868,Disgust,BO1
494,Disgust,0.9877579639837781,Disgust,BO1
495,Disgust,0.5859422899976771,Disgust,BO1
496,Disgust,0.0023391028764512146,Disgust,BO1
497,Disgust,0.036156641741522284,Disgust,BO1
498,Disgust,0.10609498668284437,Disgust,BO1
499,Disgust,0.016308842012481905,Disgust,BO1
500,Disgust,0.30116330637895883,Disgust,BO1
501,Disgust,0.036156641741522284,Disgust,BO1
502,Disgust,0.016716915880841187,Disgust,BO1
503,Disgust,0.0742103056781175,Disgust,BO1
504,Disgust,0.03986360758639597,Disgust,BO1
505,Disgust,0.04497434592369996,Disgust,BO1
506,Disgust,0.9674082716942367,Disgust,BO1
507,Disgust,0.43780029753154387,Disgust,BO1
508,Disgust,0.29359902599262744,Disgust,BO1
509,Disgust,0.0419792444610772,Disgust,BO1
510,Disgust,0.26416268961475603,Disgust,BO1
511,Disgust,0.10877939234109375,Disgust,BO1
512,Disgust,0.2314241242121209,Disgust,BO1
513,Disgust,0.5487940384534701,Disgust,BO1
514,Disgust,0.1130601549079055,Disgust,BO1
515,Disgust,0.2923852419935739,Disgust,BO1
516,Disgust,0.6381508065592094,Disgust,BO1
517,Disgust,0.35269225634912055,Disgust,BO1
518,Disgust,0.2594378803103492,Disgust,BO1
519,Disgust,0.4975334756286422,Disgust,BO1
520,Disgust,0.002448407203244321,Disgust,BO2
521,Disgust,0.18169173166803587,Disgust,BO2
522,Disgust,0.014358395072707395,Disgust,BO2
523,Disgust,0.05510858926270861,Disgust,BO2
524,Disgust,0.04400616856658769,Disgust,BO2
525,Disgust,0.016716915880841187,Disgust,BO2
526,Disgust,0.3423624310285878,Disgust,BO2
527,Disgust,0.20448859042674103,Disgust,BO2
528,Disgust,0.01510375463416885,Disgust,BO2
