,index,stimulus_type,stimulus_emotion,rated_emotion,rating
2484,4,Prototype with opening mouth,disgust,neutral,4
2485,5,Prototype with opening mouth,disgust,neutral,2
2486,6,Prototype with opening mouth,disgust,neutral,1
2487,7,Prototype with opening mouth,disgust,neutral,3
2488,8,Prototype with opening mouth,disgust,neutral,4
2489,9,Prototype with opening mouth,disgust,neutral,1
2490,10,Prototype with opening mouth,disgust,neutral,1
2491,11,Prototype with opening mouth,disgust,neutral,3
2492,12,Prototype with opening mouth,disgust,neutral,6
2493,13,Prototype with opening mouth,disgust,neutral,2
2494,14,Prototype with opening mouth,disgust,neutral,4
2495,15,Prototype with opening mouth,disgust,neutral,2
2496,16,Prototype with opening mouth,disgust,neutral,7
2497,17,Prototype with opening mouth,disgust,neutral,1
2498,18,Prototype with opening mouth,disgust,neutral,3
2499,19,Prototype with opening mouth,disgust,neutral,4
2500,20,Prototype with opening mouth,disgust,neutral,1
2501,21,Prototype with opening mouth,disgust,neutral,1
2502,22,Prototype with opening mouth,disgust,neutral,4
2503,23,Prototype with opening mouth,disgust,neutral,4
2504,24,Prototype with opening mouth,disgust,neutral,1
2505,25,Prototype with opening mouth,disgust,neutral,2
2506,26,Prototype with opening mouth,disgust,neutral,3
2507,27,Prototype with opening mouth,disgust,neutral,2
2508,28,Prototype with opening mouth,disgust,neutral,4
2509,29,Prototype with opening mouth,disgust,neutral,1
2510,30,Prototype with opening mouth,disgust,neutral,2
2511,31,Prototype with opening mouth,disgust,neutral,2
2512,32,Prototype with opening mouth,disgust,neutral,2
2513,33,Prototype with opening mouth,disgust,neutral,3
2514,34,Prototype with opening mouth,disgust,neutral,6
2515,35,Prototype with opening mouth,disgust,neutral,1
2516,36,Prototype with opening mouth,disgust,neutral,1
2517,37,Prototype with opening mouth,disgust,neutral,2
2518,38,Prototype with opening mouth,disgust,neutral,2
2519,39,Prototype with opening mouth,disgust,neutral,2
2520,0,A,disgust,anger,3
2521,1,A,disgust,anger,4
2522,2,A,disgust,anger,6
2523,3,A,disgust,anger,7
2524,4,A,disgust,anger,6
2525,5,A,disgust,anger,5
2526,6,A,disgust,anger,5
2527,7,A,disgust,anger,5
2528,8,A,disgust,anger,6
2529,9,A,disgust,anger,6
2530,10,A,disgust,anger,5
2531,11,A,disgust,anger,5
2532,12,A,disgust,anger,5
2533,13,A,disgust,anger,4
2534,14,A,disgust,anger,6
2535,15,A,disgust,anger,3
2536,16,A,disgust,anger,5
2537,17,A,disgust,anger,5
2538,18,A,disgust,anger,5
2539,19,A,disgust,anger,5
2540,20,A,disgust,anger,2
2541,21,A,disgust,anger,4
2542,22,A,disgust,anger,4
2543,23,A,disgust,anger,5
2544,24,A,disgust,anger,5
2545,25,A,disgust,anger,6
2546,26,A,disgust,anger,6
2547,27,A,disgust,anger,6
2548,28,A,disgust,anger,2
2549,29,A,disgust,anger,1
2550,30,A,disgust,anger,5
2551,31,A,disgust,anger,6
2552,32,A,disgust,anger,5
2553,33,A,disgust,anger,6
2554,34,A,disgust,anger,6
2555,35,A,disgust,anger,4
2556,36,A,disgust,anger,3
2557,37,A,disgust,anger,5
2558,38,A,disgust,anger,2
2559,39,A,disgust,anger,4
2560,0,A,disgust,fear,5
2561,1,A,disgust,fear,5
2562,2,A,disgust,fear,5
2563,3,A,disgust,fear,2
2564,4,A,disgust,fear,3
2565,5,A,disgust,fear,3
2566,6,A,disgust,fear,1
2567,7,A,disgust,fear,4
2568,8,A,disgust,fear,4
2569,9,A,disgust,fear,2
2570,10,A,disgust,fear,4
2571,11,A,disgust,fear,3
2572,12,A,disgust,fear,2
2573,13,A,disgust,fear,4
2574,14,A,disgust,fear,1
2575,15,A,disgust,fear,2
2576,16,A,disgust,fear,1
2577,17,A,disgust,fear,1
2578,18,A,disgust,fear,4
2579,19,A,disgust,fear,1
2580,20,A,disgust,fear,1
2581,21,A,disgust,fear,1
2582,22,A,disgust,fear,1
2583,23,A,disgust,fear,2
2584,24,A,disgust,fear,2
2585,25,A,disgust,fear,1
2586,26,A,disgust,fear,5
2587,27,A,disgust,fear,2
2588,28,A,disgust,fear,2
2589,29,A,disgust,fear,1
2590,30,A,disgust,fear,2
2591,31,A,disgust,fear,4
2592,32,A,disgust,fear,4
2593,33,A,disgust,fear,5
2594,34,A,disgust,fear,2
2595,35,A,disgust,fear,4
2596,36,A,disgust,fear,2
2597,37,A,disgust,fear,1
2598,38,A,disgust,fear,1
2599,39,A,disgust,fear,2
2600,0,A,disgust,happiness,6
2601,1,A,disgust,happiness,2
2602,2,A,disgust,happiness,2
2603,3,A,disgust,happiness,1
2604,4,A,disgust,happiness,1
2605,5,A,disgust,happiness,1
2606,6,A,disgust,happiness,1
2607,7,A,disgust,happiness,2
2608,8,A,disgust,happiness,1
2609,9,A,disgust,happiness,1
2610,10,A,disgust,happiness,1
2611,11,A,disgust,happiness,2
2612,12,A,disgust,happiness,2
2613,13,A,disgust,happiness,2
2614,14,A,disgust,happiness,1
2615,15,A,disgust,happiness,1
2616,16,A,disgust,happiness,1
2617,17,A,disgust,happiness,1
2618,18,A,disgust,happiness,1
2619,19,A,disgust,happiness,1
2620,20,A,disgust,happiness,1
2621,21,A,disgust,happiness,1
2622,22,A,disgust,happiness,1
2623,23,A,disgust,happiness,1
2624,24,A,disgust,happiness,1
2625,25,A,disgust,happiness,1
2626,26,A,disgust,happiness,1
2627,27,A,disgust,happiness,1
2628,28,A,disgust,happiness,1
2629,29,A,disgust,happiness,1
2630,30,A,disgust,happiness,1
2631,31,A,disgust,happiness,1
2632,32,A,disgust,happiness,2
2633,33,A,disgust,happiness,2
2634,34,A,disgust,happiness,1
2635,35,A,disgust,happiness,1
2636,36,A,disgust,happiness,2
2637,37,A,disgust,happiness,1
2638,38,A,disgust,happiness,1
2639,39,A,disgust,happiness,1
2640,0,A,disgust,sadness,5
2641,1,A,disgust,sadness,2
2642,2,A,disgust,sadness,4
2643,3,A,disgust,sadness,1
2644,4,A,disgust,sadness,3
2645,5,A,disgust,sadness,3
2646,6,A,disgust,sadness,1
2647,7,A,disgust,sadness,3
2648,8,A,disgust,sadness,4
2649,9,A,disgust,sadness,3
2650,10,A,disgust,sadness,3
2651,11,A,disgust,sadness,2
2652,12,A,disgust,sadness,2
2653,13,A,disgust,sadness,4
2654,14,A,disgust,sadness,1
2655,15,A,disgust,sadness,4
2656,16,A,disgust,sadness,3
2657,17,A,disgust,sadness,1
2658,18,A,disgust,sadness,4
2659,19,A,disgust,sadness,1
2660,20,A,disgust,sadness,1
2661,21,A,disgust,sadness,1
2662,22,A,disgust,sadness,1
2663,23,A,disgust,sadness,1
2664,24,A,disgust,sadness,1
2665,25,A,disgust,sadness,1
2666,26,A,disgust,sadness,5
2667,27,A,disgust,sadness,1
2668,28,A,disgust,sadness,1
2669,29,A,disgust,sadness,1
2670,30,A,disgust,sadness,2
2671,31,A,disgust,sadness,4
2672,32,A,disgust,sadness,5
2673,33,A,disgust,sadness,5
2674,34,A,disgust,sadness,1
2675,35,A,disgust,sadness,1
2676,36,A,disgust,sadness,4
2677,37,A,disgust,sadness,1
2678,38,A,disgust,sadness,2
2679,39,A,disgust,sadness,1
2680,0,A,disgust,surprise,4
2681,1,A,disgust,surprise,3
2682,2,A,disgust,surprise,5
2683,3,A,disgust,surprise,1
2684,4,A,disgust,surprise,4
2685,5,A,disgust,surprise,2
2686,6,A,disgust,surprise,1
2687,7,A,disgust,surprise,2
2688,8,A,disgust,surprise,3
2689,9,A,disgust,surprise,5
2690,10,A,disgust,surprise,4
2691,11,A,disgust,surprise,2
2692,12,A,disgust,surprise,1
2693,13,A,disgust,surprise,4
2694,14,A,disgust,surprise,1
2695,15,A,disgust,surprise,1
2696,16,A,disgust,surprise,1
2697,17,A,disgust,surprise,1
2698,18,A,disgust,surprise,3
2699,19,A,disgust,surprise,1
2700,20,A,disgust,surprise,1
2701,21,A,disgust,surprise,1
2702,22,A,disgust,surprise,1
2703,23,A,disgust,surprise,1
2704,24,A,disgust,surprise,1
2705,25,A,disgust,surprise,1
2706,26,A,disgust,surprise,5
2707,27,A,disgust,surprise,1
2708,28,A,disgust,surprise,2
2709,29,A,disgust,surprise,1
2710,30,A,disgust,surprise,2
2711,31,A,disgust,surprise,3
2712,32,A,disgust,surprise,2
2713,33,A,disgust,surprise,4
2714,34,A,disgust,surprise,1
2715,35,A,disgust,surprise,1
2716,36,A,disgust,surprise,2
2717,37,A,disgust,surprise,1
2718,38,A,disgust,surprise,1
2719,39,A,disgust,surprise,1
2720,0,A,disgust,disgust,5
2721,1,A,disgust,disgust,3
2722,2,A,disgust,disgust,6
2723,3,A,disgust,disgust,4
2724,4,A,disgust,disgust,5
2725,5,A,disgust,disgust,6
2726,6,A,disgust,disgust,4
2727,7,A,disgust,disgust,5
2728,8,A,disgust,disgust,6
2729,9,A,disgust,disgust,6
2730,10,A,disgust,disgust,7
2731,11,A,disgust,disgust,4
2732,12,A,disgust,disgust,5
2733,13,A,disgust,disgust,3
2734,14,A,disgust,disgust,1
2735,15,A,disgust,disgust,2
2736,16,A,disgust,disgust,4
2737,17,A,disgust,disgust,6
2738,18,A,disgust,disgust,5
2739,19,A,disgust,disgust,6
2740,20,A,disgust,disgust,3
2741,21,A,disgust,disgust,3
2742,22,A,disgust,disgust,5
2743,23,A,disgust,disgust,3
2744,24,A,disgust,disgust,3
2745,25,A,disgust,disgust,4
2746,26,A,disgust,disgust,7
2747,27,A,disgust,disgust,5
2748,28,A,disgust,disgust,2
2749,29,A,disgust,disgust,4
2750,30,A,disgust,disgust,5
2751,31,A,disgust,disgust,5
2752,32,A,disgust,disgust,4
2753,33,A,disgust,disgust,6
2754,34,A,disgust,disgust,4
2755,35,A,disgust,disgust,4
2756,36,A,disgust,disgust,3
2757,37,A,disgust,disgust,5
2758,38,A,disgust,disgust,4
2759,39,A,disgust,disgust,5
2760,0,A,disgust,neutral,5
2761,1,A,disgust,neutral,4
2762,2,A,disgust,neutral,3
2763,3,A,disgust,neutral,1
2764,4,A,disgust,neutral,2
2765,5,A,disgust,neutral,1
2766,6,A,disgust,neutral,1
2767,7,A,disgust,neutral,3
2768,8,A,disgust,neutral,6
2769,9,A,disgust,neutral,1
2770,10,A,disgust,neutral,1
2771,11,A,disgust,neutral,3
2772,12,A,disgust,neutral,4
2773,13,A,disgust,neutral,2
2774,14,A,disgust,neutral,1
2775,15,A,disgust,neutral,1
2776,16,A,disgust,neutral,1
2777,17,A,disgust,neutral,1
2778,18,A,disgust,neutral,2
2779,19,A,disgust,neutral,5
2780,20,A,disgust,neutral,1
2781,21,A,disgust,neutral,1
2782,22,A,disgust,neutral,2
2783,23,A,disgust,neutral,3
2784,24,A,disgust,neutral,1
2785,25,A,disgust,neutral,1
2786,26,A,disgust,neutral,1
2787,27,A,disgust,neutral,2
2788,28,A,disgust,neutral,2
2789,29,A,disgust,neutral,1
2790,30,A,disgust,neutral,3
2791,31,A,disgust,neutral,1
2792,32,A,disgust,neutral,3
2793,33,A,disgust,neutral,2
2794,34,A,disgust,neutral,1
2795,35,A,disgust,neutral,1
2796,36,A,disgust,neutral,2
2797,37,A,disgust,neutral,1
2798,38,A,disgust,neutral,1
2799,39,A,disgust,neutral,1
2800,0,B,disgust,anger,4
2801,1,B,disgust,anger,2
2802,2,B,disgust,anger,6
2803,3,B,disgust,anger,2
2804,4,B,disgust,anger,1
2805,5,B,disgust,anger,4
2806,6,B,disgust,anger,6
2807,7,B,disgust,anger,3
2808,8,B,disgust,anger,7
2809,9,B,disgust,anger,2
2810,10,B,disgust,anger,5
2811,11,B,disgust,anger,5
2812,12,B,disgust,anger,5
2813,13,B,disgust,anger,5
2814,14,B,disgust,anger,1
2815,15,B,disgust,anger,2
2816,16,B,disgust,anger,1
2817,17,B,disgust,anger,4
2818,18,B,disgust,anger,4
2819,19,B,disgust,anger,2
2820,20,B,disgust,anger,1
2821,21,B,disgust,anger,2
2822,22,B,disgust,anger,5
2823,23,B,disgust,anger,3
2824,24,B,disgust,anger,1
2825,25,B,disgust,anger,2
2826,26,B,disgust,anger,2
2827,27,B,disgust,anger,1
2828,28,B,disgust,anger,2
2829,29,B,disgust,anger,3
2830,30,B,disgust,anger,3
2831,31,B,disgust,anger,5
2832,32,B,disgust,anger,5
2833,33,B,disgust,anger,6
2834,34,B,disgust,anger,5
2835,35,B,disgust,anger,2
2836,36,B,disgust,anger,2
2837,37,B,disgust,anger,1
2838,38,B,disgust,anger,1
2839,39,B,disgust,anger,1
2840,0,B,disgust,fear,5
2841,1,B,disgust,fear,2
2842,2,B,disgust,fear,4
2843,3,B,disgust,fear,1
2844,4,B,disgust,fear,1
2845,5,B,disgust,fear,3
2846,6,B,disgust,fear,2
2847,7,B,disgust,fear,3
2848,8,B,disgust,fear,4
2849,9,B,disgust,fear,5
2850,10,B,disgust,fear,4
2851,11,B,disgust,fear,3
2852,12,B,disgust,fear,3
2853,13,B,disgust,fear,2
2854,14,B,disgust,fear,1
2855,15,B,disgust,fear,2
2856,16,B,disgust,fear,1
2857,17,B,disgust,fear,3
2858,18,B,disgust,fear,2
2859,19,B,disgust,fear,1
2860,20,B,disgust,fear,1
2861,21,B,disgust,fear,1
2862,22,B,disgust,fear,2
2863,23,B,disgust,fear,2
2864,24,B,disgust,fear,1
2865,25,B,disgust,fear,2
2866,26,B,disgust,fear,2
2867,27,B,disgust,fear,5
2868,28,B,disgust,fear,2
2869,29,B,disgust,fear,1
2870,30,B,disgust,fear,2
2871,31,B,disgust,fear,5
2872,32,B,disgust,fear,4
2873,33,B,disgust,fear,3
2874,34,B,disgust,fear,2
2875,35,B,disgust,fear,3
2876,36,B,disgust,fear,3
2877,37,B,disgust,fear,1
2878,38,B,disgust,fear,3
2879,39,B,disgust,fear,1
2880,0,B,disgust,happiness,5
2881,1,B,disgust,happiness,3
2882,2,B,disgust,happiness,2
2883,3,B,disgust,happiness,3
2884,4,B,disgust,happiness,1
2885,5,B,disgust,happiness,1
2886,6,B,disgust,happiness,1
2887,7,B,disgust,happiness,4
2888,8,B,disgust,happiness,1
2889,9,B,disgust,happiness,1
2890,10,B,disgust,happiness,1
2891,11,B,disgust,happiness,1
2892,12,B,disgust,happiness,2
2893,13,B,disgust,happiness,2
2894,14,B,disgust,happiness,1
2895,15,B,disgust,happiness,1
2896,16,B,disgust,happiness,1
2897,17,B,disgust,happiness,1
2898,18,B,disgust,happiness,2
2899,19,B,disgust,happiness,1
2900,20,B,disgust,happiness,1
2901,21,B,disgust,happiness,1
2902,22,B,disgust,happiness,1
2903,23,B,disgust,happiness,1
2904,24,B,disgust,happiness,1
2905,25,B,disgust,happiness,1
2906,26,B,disgust,happiness,2
2907,27,B,disgust,happiness,1
2908,28,B,disgust,happiness,2
2909,29,B,disgust,happiness,1
2910,30,B,disgust,happiness,3
2911,31,B,disgust,happiness,1
2912,32,B,disgust,happiness,2
2913,33,B,disgust,happiness,2
2914,34,B,disgust,happiness,1
2915,35,B,disgust,happiness,1
2916,36,B,disgust,happiness,1
2917,37,B,disgust,happiness,1
2918,38,B,disgust,happiness,1
2919,39,B,disgust,happiness,1
2920,0,B,disgust,sadness,6
2921,1,B,disgust,sadness,2
2922,2,B,disgust,sadness,5
2923,3,B,disgust,sadness,3
2924,4,B,disgust,sadness,7
2925,5,B,disgust,sadness,6
2926,6,B,disgust,sadness,2
2927,7,B,disgust,sadness,4
2928,8,B,disgust,sadness,5
2929,9,B,disgust,sadness,5
2930,10,B,disgust,sadness,1
2931,11,B,disgust,sadness,2
2932,12,B,disgust,sadness,5
2933,13,B,disgust,sadness,3
2934,14,B,disgust,sadness,1
2935,15,B,disgust,sadness,3
2936,16,B,disgust,sadness,5
2937,17,B,disgust,sadness,1
2938,18,B,disgust,sadness,3
2939,19,B,disgust,sadness,5
2940,20,B,disgust,sadness,6
2941,21,B,disgust,sadness,2
2942,22,B,disgust,sadness,2
2943,23,B,disgust,sadness,2
2944,24,B,disgust,sadness,5
2945,25,B,disgust,sadness,3
2946,26,B,disgust,sadness,3
2947,27,B,disgust,sadness,7
2948,28,B,disgust,sadness,2
2949,29,B,disgust,sadness,1
2950,30,B,disgust,sadness,5
2951,31,B,disgust,sadness,5
2952,32,B,disgust,sadness,2
2953,33,B,disgust,sadness,3
2954,34,B,disgust,sadness,4
2955,35,B,disgust,sadness,3
2956,36,B,disgust,sadness,3
2957,37,B,disgust,sadness,5
2958,38,B,disgust,sadness,3
2959,39,B,disgust,sadness,6
2960,0,B,disgust,surprise,5
2961,1,B,disgust,surprise,3
2962,2,B,disgust,surprise,6
2963,3,B,disgust,surprise,1
2964,4,B,disgust,surprise,1
2965,5,B,disgust,surprise,2
2966,6,B,disgust,surprise,1
2967,7,B,disgust,surprise,3
2968,8,B,disgust,surprise,4
2969,9,B,disgust,surprise,3
2970,10,B,disgust,surprise,1
2971,11,B,disgust,surprise,2
2972,12,B,disgust,surprise,3
2973,13,B,disgust,surprise,4
2974,14,B,disgust,surprise,1
2975,15,B,disgust,surprise,2
2976,16,B,disgust,surprise,1
2977,17,B,disgust,surprise,1
2978,18,B,disgust,surprise,2
2979,19,B,disgust,surprise,1
2980,20,B,disgust,surprise,2
2981,21,B,disgust,surprise,1
2982,22,B,disgust,surprise,2
2983,23,B,disgust,surprise,1
2984,24,B,disgust,surprise,1
2985,25,B,disgust,surprise,1
2986,26,B,disgust,surprise,2
2987,27,B,disgust,surprise,1
2988,28,B,disgust,surprise,2
2989,29,B,disgust,surprise,1
2990,30,B,disgust,surprise,1
2991,31,B,disgust,surprise,3
2992,32,B,disgust,surprise,2
2993,33,B,disgust,surprise,2
2994,34,B,disgust,surprise,2
2995,35,B,disgust,surprise,1
2996,36,B,disgust,surprise,2
2997,37,B,disgust,surprise,1
2998,38,B,disgust,surprise,1
2999,39,B,disgust,surprise,1
3000,0,B,disgust,disgust,5
3001,1,B,disgust,disgust,2
3002,2,B,disgust,disgust,2
3003,3,B,disgust,disgust,1
3004,4,B,disgust,disgust,1
3005,5,B,disgust,disgust,7
3006,6,B,disgust,disgust,6
3007,7,B,disgust,disgust,4
3008,8,B,disgust,disgust,6
3009,9,B,disgust,disgust,6
3010,10,B,disgust,disgust,6
3011,11,B,disgust,disgust,4
3012,12,B,disgust,disgust,4
3013,13,B,disgust,disgust,5
3014,14,B,disgust,disgust,5
3015,15,B,disgust,disgust,3
3016,16,B,disgust,disgust,5
3017,17,B,disgust,disgust,5
3018,18,B,disgust,disgust,4
3019,19,B,disgust,disgust,5
3020,20,B,disgust,disgust,1
3021,21,B,disgust,disgust,5
3022,22,B,disgust,disgust,5
3023,23,B,disgust,disgust,2
3024,24,B,disgust,disgust,1
3025,25,B,disgust,disgust,2
3026,26,B,disgust,disgust,6
3027,27,B,disgust,disgust,5
3028,28,B,disgust,disgust,3
3029,29,B,disgust,disgust,1
3030,30,B,disgust,disgust,3
3031,31,B,disgust,disgust,6
3032,32,B,disgust,disgust,6
3033,33,B,disgust,disgust,5
3034,34,B,disgust,disgust,6
3035,35,B,disgust,disgust,4
3036,36,B,disgust,disgust,2
3037,37,B,disgust,disgust,1
3038,38,B,disgust,disgust,1
3039,39,B,disgust,disgust,1
3040,0,B,disgust,neutral,4
3041,1,B,disgust,neutral,4
3042,2,B,disgust,neutral,5
3043,3,B,disgust,neutral,1
3044,4,B,disgust,neutral,2
3045,5,B,disgust,neutral,1
3046,6,B,disgust,neutral,1
3047,7,B,disgust,neutral,6
3048,8,B,disgust,neutral,5
3049,9,B,disgust,neutral,1
3050,10,B,disgust,neutral,1
3051,11,B,disgust,neutral,3
3052,12,B,disgust,neutral,3
3053,13,B,disgust,neutral,2
3054,14,B,disgust,neutral,2
3055,15,B,disgust,neutral,2
3056,16,B,disgust,neutral,2
3057,17,B,disgust,neutral,1
3058,18,B,disgust,neutral,2
3059,19,B,disgust,neutral,2
3060,20,B,disgust,neutral,1
3061,21,B,disgust,neutral,1
3062,22,B,disgust,neutral,2
3063,23,B,disgust,neutral,4
3064,24,B,disgust,neutral,1
3065,25,B,disgust,neutral,2
3066,26,B,disgust,neutral,1
3067,27,B,disgust,neutral,1
3068,28,B,disgust,neutral,2
3069,29,B,disgust,neutral,1
3070,30,B,disgust,neutral,4
3071,31,B,disgust,neutral,2
3072,32,B,disgust,neutral,2
3073,33,B,disgust,neutral,3
3074,34,B,disgust,neutral,1
3075,35,B,disgust,neutral,1
3076,36,B,disgust,neutral,1
3077,37,B,disgust,neutral,1
3078,38,B,disgust,neutral,1
3079,39,B,disgust,neutral,1
3080,0,C,disgust,anger,6
3081,1,C,disgust,anger,5
3082,2,C,disgust,anger,2
3083,3,C,disgust,anger,1
3084,4,C,disgust,anger,5
3085,5,C,disgust,anger,7
3086,6,C,disgust,anger,4
3087,7,C,disgust,anger,6
3088,8,C,disgust,anger,6
3089,9,C,disgust,anger,5
3090,10,C,disgust,anger,3
3091,11,C,disgust,anger,3
3092,12,C,disgust,anger,7
3093,13,C,disgust,anger,6
3094,14,C,disgust,anger,1
3095,15,C,disgust,anger,3
3096,16,C,disgust,anger,4
3097,17,C,disgust,anger,3
3098,18,C,disgust,anger,5
3099,19,C,disgust,anger,6
3100,20,C,disgust,anger,2
3101,21,C,disgust,anger,2
3102,22,C,disgust,anger,6
3103,23,C,disgust,anger,2
3104,24,C,disgust,anger,1
3105,25,C,disgust,anger,1
3106,26,C,disgust,anger,5
3107,27,C,disgust,anger,3
3108,28,C,disgust,anger,4
3109,29,C,disgust,anger,4
3110,30,C,disgust,anger,4
3111,31,C,disgust,anger,6
3112,32,C,disgust,anger,6
3113,33,C,disgust,anger,3
3114,34,C,disgust,anger,4
3115,35,C,disgust,anger,3
3116,36,C,disgust,anger,3
3117,37,C,disgust,anger,1
3118,38,C,disgust,anger,2
3119,39,C,disgust,anger,1
3120,0,C,disgust,fear,5
3121,1,C,disgust,fear,2
3122,2,C,disgust,fear,5
3123,3,C,disgust,fear,1
3124,4,C,disgust,fear,4
3125,5,C,disgust,fear,5
3126,6,C,disgust,fear,5
3127,7,C,disgust,fear,4
3128,8,C,disgust,fear,3
3129,9,C,disgust,fear,1
3130,10,C,disgust,fear,3
3131,11,C,disgust,fear,4
3132,12,C,disgust,fear,3
3133,13,C,disgust,fear,2
3134,14,C,disgust,fear,1
3135,15,C,disgust,fear,2
3136,16,C,disgust,fear,1
3137,17,C,disgust,fear,1
3138,18,C,disgust,fear,4
3139,19,C,disgust,fear,4
3140,20,C,disgust,fear,1
3141,21,C,disgust,fear,1
3142,22,C,disgust,fear,2
3143,23,C,disgust,fear,2
3144,24,C,disgust,fear,1
3145,25,C,disgust,fear,2
3146,26,C,disgust,fear,2
3147,27,C,disgust,fear,6
3148,28,C,disgust,fear,1
3149,29,C,disgust,fear,1
3150,30,C,disgust,fear,2
3151,31,C,disgust,fear,3
3152,32,C,disgust,fear,4
3153,33,C,disgust,fear,4
3154,34,C,disgust,fear,2
3155,35,C,disgust,fear,3
3156,36,C,disgust,fear,2
3157,37,C,disgust,fear,1
3158,38,C,disgust,fear,1
3159,39,C,disgust,fear,1
3160,0,C,disgust,happiness,5
3161,1,C,disgust,happiness,2
3162,2,C,disgust,happiness,2
3163,3,C,disgust,happiness,3
3164,4,C,disgust,happiness,1
3165,5,C,disgust,happiness,1
3166,6,C,disgust,happiness,1
3167,7,C,disgust,happiness,2
3168,8,C,disgust,happiness,1
3169,9,C,disgust,happiness,1
3170,10,C,disgust,happiness,1
3171,11,C,disgust,happiness,1
3172,12,C,disgust,happiness,2
3173,13,C,disgust,happiness,1
3174,14,C,disgust,happiness,1
3175,15,C,disgust,happiness,1
3176,16,C,disgust,happiness,1
3177,17,C,disgust,happiness,1
3178,18,C,disgust,happiness,1
3179,19,C,disgust,happiness,1
3180,20,C,disgust,happiness,1
3181,21,C,disgust,happiness,1
3182,22,C,disgust,happiness,1
3183,23,C,disgust,happiness,1
3184,24,C,disgust,happiness,1
3185,25,C,disgust,happiness,1
3186,26,C,disgust,happiness,1
3187,27,C,disgust,happiness,1
3188,28,C,disgust,happiness,1
3189,29,C,disgust,happiness,1
3190,30,C,disgust,happiness,1
3191,31,C,disgust,happiness,1
3192,32,C,disgust,happiness,2
3193,33,C,disgust,happiness,2
3194,34,C,disgust,happiness,1
3195,35,C,disgust,happiness,1
3196,36,C,disgust,happiness,1
3197,37,C,disgust,happiness,1
3198,38,C,disgust,happiness,1
3199,39,C,disgust,happiness,1
3200,0,C,disgust,sadness,5
3201,1,C,disgust,sadness,2
3202,2,C,disgust,sadness,6
3203,3,C,disgust,sadness,1
3204,4,C,disgust,sadness,5
3205,5,C,disgust,sadness,5
3206,6,C,disgust,sadness,2
3207,7,C,disgust,sadness,5
3208,8,C,disgust,sadness,5
3209,9,C,disgust,sadness,3
3210,10,C,disgust,sadness,5
3211,11,C,disgust,sadness,4
3212,12,C,disgust,sadness,1
3213,13,C,disgust,sadness,1
3214,14,C,disgust,sadness,1
3215,15,C,disgust,sadness,2
3216,16,C,disgust,sadness,1
3217,17,C,disgust,sadness,3
3218,18,C,disgust,sadness,3
3219,19,C,disgust,sadness,7
3220,20,C,disgust,sadness,1
3221,21,C,disgust,sadness,2
3222,22,C,disgust,sadness,2
3223,23,C,disgust,sadness,2
3224,24,C,disgust,sadness,1
3225,25,C,disgust,sadness,4
3226,26,C,disgust,sadness,7
3227,27,C,disgust,sadness,5
3228,28,C,disgust,sadness,2
3229,29,C,disgust,sadness,1
3230,30,C,disgust,sadness,5
3231,31,C,disgust,sadness,2
3232,32,C,disgust,sadness,5
3233,33,C,disgust,sadness,2
3234,34,C,disgust,sadness,1
3235,35,C,disgust,sadness,1
3236,36,C,disgust,sadness,3
3237,37,C,disgust,sadness,2
3238,38,C,disgust,sadness,1
3239,39,C,disgust,sadness,5
3240,0,C,disgust,surprise,6
3241,1,C,disgust,surprise,2
3242,2,C,disgust,surprise,7
3243,3,C,disgust,surprise,1
3244,4,C,disgust,surprise,1
3245,5,C,disgust,surprise,4
3246,6,C,disgust,surprise,1
3247,7,C,disgust,surprise,2
3248,8,C,disgust,surprise,3
3249,9,C,disgust,surprise,2
3250,10,C,disgust,surprise,1
3251,11,C,disgust,surprise,1
3252,12,C,disgust,surprise,2
3253,13,C,disgust,surprise,4
3254,14,C,disgust,surprise,1
3255,15,C,disgust,surprise,2
3256,16,C,disgust,surprise,1
3257,17,C,disgust,surprise,1
3258,18,C,disgust,surprise,2
3259,19,C,disgust,surprise,6
3260,20,C,disgust,surprise,1
3261,21,C,disgust,surprise,1
3262,22,C,disgust,surprise,1
3263,23,C,disgust,surprise,1
3264,24,C,disgust,surprise,1
3265,25,C,disgust,surprise,1
3266,26,C,disgust,surprise,2
3267,27,C,disgust,surprise,1
3268,28,C,disgust,surprise,2
3269,29,C,disgust,surprise,1
3270,30,C,disgust,surprise,1
3271,31,C,disgust,surprise,2
3272,32,C,disgust,surprise,2
3273,33,C,disgust,surprise,3
3274,34,C,disgust,surprise,1
3275,35,C,disgust,surprise,1
3276,36,C,disgust,surprise,1
3277,37,C,disgust,surprise,1
3278,38,C,disgust,surprise,1
3279,39,C,disgust,surprise,1
3280,0,C,disgust,disgust,4
3281,1,C,disgust,disgust,4
3282,2,C,disgust,disgust,6
3283,3,C,disgust,disgust,2
3284,4,C,disgust,disgust,6
3285,5,C,disgust,disgust,5
3286,6,C,disgust,disgust,5
3287,7,C,disgust,disgust,5
3288,8,C,disgust,disgust,5
3289,9,C,disgust,disgust,6
3290,10,C,disgust,disgust,3
3291,11,C,disgust,disgust,6
3292,12,C,disgust,disgust,6
3293,13,C,disgust,disgust,5
3294,14,C,disgust,disgust,7
3295,15,C,disgust,disgust,3
3296,16,C,disgust,disgust,1
3297,17,C,disgust,disgust,4
3298,18,C,disgust,disgust,5
3299,19,C,disgust,disgust,7
